company,job_category,role,source_url,jd_text,language,collected_at
阿里巴巴,产品类,阿里控股-AI产品经理-杭州,https://www.zhipin.com/job_detail/db673d728c98ed2a0nJ82tS8EVpT.html?securityId=dtyD_q61A6zad-O1RFUtv_RkRec_zsdDbHyqDbd7Vw8Bp7bOMLHZpB7FHO_MWOdxFIOqqyle8BIiTn0jvuNNzKkLaB0-h_K1jzx1_n40PRojkrv1GHH76Fycj5CMD4hEo8BvllLRPmJe_SZFZvcVki-_BByZIFVo0A08RLGp6X4047sOCQ_gbLuCfgdjGyCIa7Z6yW4bMWPvXG3rK3eyxyDRsgvm8ZleQ9ueOqFPx_l2aHHkFHXvPMTAm7kc-A0eqfPRX-SOWWiJDOjRHkEix-RIFS_SUzPeHLFlGh32F2H7KRaRQgeCu2yxWiM8CixPagZOvUbpmGUZ9tBTUyK-hciL4T7mCOg4tvR8pX8huqQlvorI1DG52y_LTkDVGRQ4gP5KtDSe69mdWo9h5vV6tx9JmG5P&ka=company_more_job_db673d728c98ed2a0nJ82tS8EVpT,"岗位职责:
1、负责平台型产品的整体规划与中长期演进路线，深入业务场景抽象共性需求与领域产品模型，把分散的业务诉求沉淀为标准化、可配置、可复用的平台级能力(如研发效能、评测、HR、采购、法务、内容安全、广告投放、交易履约、资管、模型服务等场景)
2、作为产品Owner端到端主导产品落地，完成从业务场景调研、关键机会识别、方案与原型设计到上线交付的全流程闭环，协同研发、算法、设计、运营、业务等多方资源，确保方案兼具业务价值与技术可行性。
3、推动AI能力与业务流程深度融合，设计大模型、Agent、RAG、知识图谱等技术的产品化形态，打造面向专业场景的智能Agent，以AINative方式重塑业务流程与用户体验。
4、建立产品核心指标与效果评估体系，通过数据分析、AB实验、漏斗与归因分析驱动产品决策与敏捷迭代，量化人效提升、流程自动化率、商业化与增长等业务价值，形成价值闭环。
5、持续跟踪AI技术演进与行业最佳实践(大模型、Agent框架、评测方法论、同类先进产品)，输出竞品分析与产品洞察，将前沿技术趋势转化为可落地的产品机会与可复用的方法论。
任职要求:
1、本科及以上学历，计算机、软件工程、人工智能等相关专业优先;3年以上互联网产品经理经验，具备平台型/B端/工具型产品的规划与能力建设经验，擅长将复杂流程抽象为通用能力模块。
2、具备AI产品实际落地经验，参与或主导过AI应用的设计与上线;系统理解大模型(LLM)、Agent、RAG、多模态等技术体系与能力边界，熟练使用主流AI生产力工具，具备AI原型构建与VibeCoding能力，能与算法、工程团队进行深度技术对话。
3、优秀的逻辑思维、业务抽象与结构化表达能力，能在复杂多元的业务中厘清本质，将模糊需求与技术趋势转化为清晰的产品方案、需求文档与演进路线图。
4、具备数据驱动思维，熟悉指标体系设计并熟练使用SQL等分析手段，能基于数据、实验与线上表现定位问题、验证假设并推动决策。
5、强烈的Owner意识与跨团队推动能力，沟通协调能力出色，自驱力强、抗压性好，对Al领域有热情;具备技术背景(Python/Java/Go等)、可观测/中间件/开发者平台等技术产品经验或AIAgent产品从0到1经验者优先。",中文,2026-9-20
阿里巴巴,产品类,阿里控股-AI增长产品经理-杭州,https://www.zhipin.com/job_detail/2003e6dc4e09bc2d0nJ82tS8EVBS.html?securityId=fWa63avox0t8P-B1W1WkPQ5L2uJfC4ZOJ58bQFhYhOdQGgDIzDyEz9XCVRDNPRCKSbgX3VRV4NQ_gfDuGcdNC1psQvfDntEav7RTo84b4DcVDS-HL52qC7Zcj-Inbz9Zj43tNfrKl8MaiTeQ3hNL-EltzvNkuEtUk8mn-tMg7UP-SVTXDeLmd1iJHlVKOLRawpQ3DCJcwph8f62Oi0xG1G6LQIreHk4ojwvTDwjB1gTVNgCsPmNeJZzoaTA0SE-zZjCBA95dzhEP-N05Ad6xe5tTYGQvrEK3f6AZdzPfJEghnnl51T1im_B45GQ9lQt9iatSKh5u0sqbmjJHLYQNzSqe4G1wiGXS0ayWjzb-IwmdxULiLKsGU5PL5QSp92WQuc6BgR-f5vIeDR1tIbWgbADnTqf9&ka=company_more_job_2003e6dc4e09bc2d0nJ82tS8EVBS,"岗位职责:
1、负责所属产品的整体规划与策略制定，明确产品定位、核心价值、功能架构与演进路线图，主导0一1或1一N的产品建设与迭代。
2、深入真实业务场景与用户工作流，洞察会议协作、生活服务、消费决策、开发者工具等场景的高频痛点，将模糊问题转化为清晰、可验证的差异化产品方案。
3、理解大模型、多模态生成、语音识别、NLP、Agent等技术的能力边界与演进方向，持续挖掘高价值应用场景，与算法共同定义产品指标、评测体系与迭代路径，推动技术能力规模化落地。
4、建立产品数据指标体系，通过数据分析、用户调研、可用性测试与A/B实验拆解业务问题、验证假设，持续优化产品体验并提升活跃、留存、转化等核心业务指标。
5、作为业务与算法、工程、设计、运营、市场之间的协同与「翻译」角色，推动复杂项目从需求、验证到上线的全链路闭环;打通生态产品与分发渠道，持续跟踪竞品与行业趋势保持产品竞争力。
任职要求:
1、本科及以上学历，计算机、人工智能、信息管理、统计学等相关专业优先;2年以上互联网产品经理经验(多数岗位要求3一5年以上，高级岗位5年以上)，有AI产品、C端产品或B端SaaS完整落地经历者优先。
2、对AI技术有浓厚兴趣与较强理解力，熟悉大语言模型、多模态生成、推荐算法等原理与应用边界，能与算法围绕生成效果、推理成本、数据质量、能力边界展开专业讨论;有Prompt工程、RAG、Agent设计经验者优先。
3、具备扎实的产品策划与设计能力，熟练撰写PRD并完成原型与交互设计(Axure、Figma等)，能独立完成复杂产品的规划、定义与全周期项目管理。
4、数据思维强，精通数据分析，熟练使用SQL、Excel、Python等工具，熟悉AB测试与归因分析方法，能从数据中定位增长瓶颈、以数据驱动产品决策。
5、结果导向与Owner意识强，具备优秀的逻辑分析、跨团队沟通协调与项目推动能力，能适应快速变化和不确定的环境;具备良好的英语阅读与沟通能力者优先。",中文,2026-9-20
阿里巴巴,产品类,AI评测产品经理,https://www.zhipin.com/job_detail/6c5a5b1435dfe5760nJ90tW9F1NX.html?securityId=E1p5L5E9QHffE-41A3OKmJaTmPS5i3BiUrcj7GtdO38Smgro8KSPAXh2d48L5iMjftyQDx_LhLmuESfyuI7rx62Bg9MsSx8jkPxefVceFWptAzlfLQh6IRm6NO3RPBL8krkkszOatPHplhpGYw_vgj7A9g5RqpCmUSTLM29s5q7yi5ROC32MVeguq26D15GiLFQUoOvBkJSVEprMxWPgOdB_saYk3kfEgseAg44bZxm2nX_zmlFC8dAmcpKz6LuDpaCGeZmXCJ1nSAXoO6xjODSKwaylLiWED_wwRztWPwJ9DiBKzflJfnaKk7YABNPZwHeL0k9bt2UqkVpCnde-AxZL2mBF3-jCwxf0qv-hTqgPJls2IuHvFXQ7wZ_XaUNDBSBPnZ5sLZFJIPjnSc90yLq7yNXG8g~~&ka=company_more_job_6c5a5b1435dfe5760nJ90tW9F1NX,"1、负责AI标注、审核、评测平台的产品规划与能力建设，面向不同业务形态、任务类型和角色，设计通用化的业务接入、作业管理、人员&数据管理能力，提升平台复用性和业务接入效率。
2、基于大模型、Agent、Workflow等AI能力，重构标注、审核、评测生产流程，设计AI预标注、智能审核、自动质检、人机协同、结果回流等能力，推动平台从人工密集型作业升级为智能化生产体系，提升生产效率与交
付质量。
3、深入理解审核、标注、评测等业务场景和生产链路，结合业务诉求、运营数据和作业效率，持续优化任务流转、质量控制、人员协同和数据闭环机制。
4、善用AI Coding、低代码/无代码、Workflow编排等工具进行原型验证、流程搭建和效率工具开发，快速验证产品方案，提升产品交付和业务落地效率。
职位要求
1、熟悉主流AI工具和大模型应用方式，有Workflow/Agent搭建经验，能够结合业务场景设计AI化解决方案。
2、具备出色的需求分析和业务抽象能力，能够识别用户行为模式，定位需求背后的本质问题，并沉淀为通用化
产品能力。
3、责任心强，执行力佳，具备较强的项目推进能力;沟通协作能力佳，具有良正向心态和抗压能力。",中文,2026-9-20
阿里巴巴,产品类,AliExpress-AI国家产品经理-杭州,https://www.zhipin.com/job_detail/40f12023d4c65de90nJ_09q4EFFU.html?securityId=1wAAnwXWlQLgH-b1d8XgwfggpmJhTd-iS89jw9CBKF8vCqZf_x8zWrnkE6DtcBjRQ9nxVOD3hCthdzMmhfsOTfeD-Rg_qFUJ_9PH-vhOXPiFxmXT7k7-DplZR394WrYmOQNFea5N-1iRtmTHIYJfs7GcI1MZr5yGlxH_CJxZnsYi8_EVBUvQOCZbvZ4S1J8iTUAuuZlJVAieTnVO1RUTLBvTNqc1pzQrn_sCrVoNy25mP_7dIEmOVljseveQvm6vhxehmb2YQ19jnjNdB8aCJdZ2-0X1awcamp-e3Cipf1eUXpBllWNisCQmRLjg3cGofs07NMu-wrXYNdJj-__0zm6TglbXqLTcf-ETkkM_lGEhzzWKMwvNlwQYh5fh8Apj8Oa-O--MR0Ct8BIpxD1B-IHGjAsZwQ~~&ka=company_more_job_40f12023d4c65de90nJ_09q4EFFU,"【关键职责】
AI经营体系构建:围绕海外市场核心运营环节(选品、定价、增长、营销、翻译、履约等)，设计并实施AI智能运营系统，整合分散功能，形成端到端的国家经营解决方案。跨团队能力整合与定制:协同产品、算法、工程与业务团队，推动AI能力与各国经营场景深度结合，实现定制化开发与落地。
快速验证与规模化推广:在多个市场中推进最小化可行产品(MVP)的快速迭代，通过数据验证AI经营模式，
并总结可复制的方法论与工具。
团队与能力建设:参与核心团队搭建，将个人经验转化为团队共享的知识体系、工具平台及运营规范。
【任职要求】
Al技术理解力:熟悉大模型、Agent、RAG等主流AI技术，具备与算法和工程团队高效协作的能力，能参与技术方案选型评估。
实战落地经验:拥有AI产品从0到1建设及规模化落地的完整经验，或曾在Al初创及早期团队承担核心职责，熟悉AI项目实际挑战与落地流程。
系统思维:能够从全局视角分析业务，整合多模块、多环节能力，构建协调高效的运营体系。背景包容性强:行业与职能背景不限(如电商、互联网、SaaS、Al产品、技术、运营等)，重点考察对AI赋能业务的实际理解与综合能力。
【加分项与核心特质】
具备海外市场经验或熟悉跨文化消费场景，能够熟练使用英语作为工作语言。
兼具产品思维与技术认知，能在复杂环境下把握关键、推进决策。
对AI驱动业务变革有清晰认知，并致力于将AI能力深度融入组织运营中，实现业务创新与效率提升。",中文,2026-9-20
阿里巴巴,产品类,ATH-Qoder 产品经理- AI Coding,https://www.zhipin.com/job_detail/62a46f0ae55efbfa0nJy0t60GVtZ.html?securityId=Yo2PIqXGPvgxY-u1F07b7uwWlER_1Y0ZtcSETNLQ5fDV1UfHy6fgvkyfk6Ta8LR60pm9DDUWIP8-3G6nGjqrXSNcyAdMjR1m7i6U1-DCKcYzjZ3yNiPSHZ4M439w1sGvtSMtcW8VXqs9Vbi3rl_XeMv4b9KA3m0-Ux2fcv-Zhq7OMKVzOcb_ZUE5KE4GenlhKYBDc0KbQotyASlgcMjsRbrJS-p5w219YX5SvwNF-3Kv1JC20uOu38VgnAvBVf9tiNgB81qaP5KAGvdSwffwzIH3zRpUOr5dtTPxeqcCdPaikVkcAGhi2y5ywjktEqPoc3Vunfl6bJr5lnoQTgfWGSgIJIOevbIhEPbPzhcgWfltSir0F7-q4jmleZas_BREx1_10DpuJ9r8iEr9N1Ulvt7DTsRK2w~~&ka=company_more_job_62a46f0ae55efbfa0nJy0t60GVtZ,"职位描述:
1、领导AI Coding产品的全生命周期管理，包括市场研究、产品战略制定、功能设计、用户体验优化及产品运营。
2、洞察行业趋势和技术发展，制定有竞争力的产品路线图，确保产品在快速发展的AI编程领域保持领先地位。
3、设计创新的AI辅助编程交互模式，优化信息架构和界面布局，打造直观、高效且引人入胜的开发体验。
4、与UI/UX、工程和模型算法团队紧密协作，持续提升产品的视觉、交互和智能化体验。
5、通过深度用户研究、数据分析和实验，深入理解开发者需求，持续优化产品功能和用户体验。
6、积极探索AI技术在软件开发领域的创新应用，提出并实施前瞻性的产品理念和功能，多个小规模产品的市场、规划、设计、管理经验;产品生命周期管理经验。
7、建立和维护与key stakeholders的关系，包括内部团队、合作伙伴和重要客户，确保产品战略的顺利实施。
职位要求:
1、本科及以上学历，计算机技术相关专业优先;1年及以上产品经理经验，有开发工具或AI相关产品设计经验者优先;对AI技术有浓厚兴趣，能快速理解并应用最新AI技术到产品中。
2、具备基础的编程知识，能与技术团队进行高效沟通;深入理解软件开发生命周期、工具链和最佳实践;熟悉开发者工作流程和痛点，有实际软件开发经验和敏捷开发实践者优先。
3、具备出色的分析能力和创新思维，了解全球AI Coding领域的产品现状，能洞察市场趋势并提出创新产品方案。
4、对交互设计有敏锐直觉，专注于打造卓越的用户体验。
5、优秀的项目管理能力，能有效协调和推动跨职能团队合作;出色的口头和书面沟通技巧，能清晰表达复杂概念并影响决策;在快速变化的技术环境中展现适应力和问题解决能力。
6、有足够的主人翁意识和逻辑思维，独立思考，不盲从，具有创新精神和冒险意愿，积极主动的工作态度，能在模糊情况下定义明确方向;有责任感，有跨团队协作能力，以用户价值为先，热爱用户，致力于创造用户喜爱的产品。
7、优秀的英语读写能力，能流畅阅读和理解技术文档、产品资料和学术论文。",中文,2026-9-20
阿里巴巴,产品类,ai产品经理（P6-P8）,https://www.zhipin.com/job_detail/f8ff72964fcbae2e0nN539q4E1BR.html?securityId=QYv9jVPEyrNKZ-21WfOJAdFpHp5noTJchHoBA57ybX9nvTToxFG5xAMdifwYIJ4Z8_UtNxK1hqCqvwnGj8nD3StLxfxr77QDRIPP1ZUQxtWqnhMfIVOqh7pXZcTwWJttiSV0qih7sIvoY_ccFSoCR38QEXXy6zf8fxZYFPz7q3oRbMwlUd_L8daqwO21Himy67HC6ASWYovKTyyaMweuqLpqJT_M3s670CXARr_Rm0dr5xUBj1MvVpbvI6irLLKLf5r6RuadEukqYc3NvvG7LfZn6k2nJSzZqX4EQOh44a2THXXzjj8khYdtvWPoTL2fLoVBO-nyRi21rQBGERvJire9OU7j5Bv-LGpZhMFFFsdO8Vd-J32aqgm-mMAlzaza-U-PgIYD1Gm_jhPKCrEDGa-wvU2ZpA~~&ka=company_more_job_f8ff72964fcbae2e0nN539q4E1BR,"阿里多条业务线Ai产品Open可聊~
岗位职责:
1.负责AI产品的需求分析、功能设计及全生命周期管理;
2.协同技术、算法、运营等团队，推动产品方案落地与迭代优化;
3.持续跟踪行业趋势与用户反馈，挖掘AI应用场景并输出产品解决方案;
4.制定产品目标与衡量标准，确保产品价值的有效实现。
任职要求:
1.对人工智能技术有深入理解，熟悉常见AI模型与应用逻辑;
2.具备较强的逻辑思维与问题拆解能力，能高效协调多方资源;
3.有良好的数据敏感度和用户洞察力，能够驱动产品持续优化;
4.主动性强，具备较强的责任心和抗压能力。",中文,2026-9-20
阿里巴巴,产品类,淘天-AI产品经理-杭州+A17,https://www.zhipin.com/job_detail/dd6f5af8832efd810nN72tS4EVFY.html?securityId=hjegVF_Xz9pLj-P1V_VbhFlUpg_80FT7onyLFfO4l1zQ9eMj_Rd9Bc1ChaVL4N1FpKbxxrQghvPzgjnujeIfz9fzgZfPUNUBgLffMvn-BqyxAM4UAQT54RW_xrixmVmg9FkuX5EJDtrugYGfJ2MSKedjMjTJdRoYlfwAVcWF3X5nCsVVfe9UsPEl8VtXZM9gG4_m_sWTaDtukvXI-kFT6xiC1bBnzC9E4zAuRLX-L6A5dv68njehGv4YAivqzbpqrmWk9AiShmmVZCt8V7hJkyEoKuSi2G8sBUc-t52AieHl3gHm0YlenABkHMeglF1y4LYwYoMZaEUL59bmKVpXrj7pbzslqn3o42YrSIcn-uVCeHAOyTXvQx_Uf9kABOaBZ54kbz7pm5viJKlbCb2k5j9Xfc4P1g~~&ka=company_more_job_dd6f5af8832efd810nN72tS4EVFY,"【核心定位】
负责速卖通面向海外国家经营场景的AI产品建设与落地。
[关键职责】AI产品规划与定义:拆解海外经营核心环节，定义AI产品形态与优先级，把分散的运营功能整合为可复用的智能经营产品，输出清晰的产品方案与路径。
技术方案落地:熟悉大模型、Agent、RAG等能力边界，与算法、工程团队共同完成技术选型与方案评估，推动AI能力在真实经营场景中定制化落地。
快速验证与规模化:以MVP快速迭代，在多市场用数据验证AI经营模式，沉淀可复制的产品能力、工具与方法论并规模化推广。
跨团队协同:横向拉通产品、算法、工程与各国业务团队，把业务诉求转化为产品需求，驱动关键决策与交付。
【任职要求】
AI能力:深入理解大模型、Agent、RAG等主流技术，能独立判断技术可行性与产品边界，具备与算法、工程高效协作的能力;技术或产品背景不限，但必须能承担产品定义与落地职责。产品实战经验:具备AI产品从0到1定义与规模化落地的完整经验，或在AI初创/早期团队承担过核心产品职责，熟悉AI项目的真实挑战与交付流程。
系统思维:能从业务全局出发，整合多模块、多环节能力，设计协调高效的产品体系。
[加分项】
具备海外市场或跨文化消费场景经验，英语可作为工作语言。
兼具产品思维与技术认知，能在复杂环境中抓住关键、推进决策。",中文,2026-9-20
阿里巴巴,产品类,阿里国际站-AI产品经理-Accio Work,https://www.zhipin.com/job_detail/fbc705a48e5e319d0nd709y4FFdZ.html?securityId=bArv6HlEoRqBJ-d1Acmv8peyP-NNdxLaHuhRRmQ9yvwRylcKSkMw1lGUo5AbStGcRb0lybUMZE9pGNDTDbEDtBc-oU8Qw3mrWMzgFxGzxLKvGa9j5Vioyz2VgNaIvm2iLdj8Yin3MdTd-oToX6loulDcl9F0YN4cMCaZpvzJQM_dwgzYpGKxnsgo3jGCt0G7uDolCyVjfNU_nDX50YD_OMs7NfGCIm6xXEzPb9blEzoRB954b5glENVn-cfqq9pxL8Vr79Cm4t_Y_HAS8nTkmOsrJ4EoqN1Rkhi6c-1R8DHzgVoGqNaE6AXx5eHWkfSHKJcnRQGmdOkuyhS6wSp5mVJPBGzj5zZIJj87MJz_13tC28_Yd22gax-9gXtbdLGuAeSFm-zUQAEY6T11XKnOwmVcrnTD&ka=company_more_job_fbc705a48e5e319d0nd709y4FFdZ,"我们是Accio Work，隶属于阿里巴巴国际站(Alibaba International)。我们正在打造一个通用型AgenticPlatform，是一支能真正理解意图、操作工具、执行端到端复杂任务的AIAgent团队，致力于通过AI重新定义
未来的生产力。
在这里，产品经理的职责是发现真实的痛点，并用AI的手段去“消灭”它。
你将负责:
1、用户痛点挖掘与PMF探索一切从用户出发:深入研究不同行业及个人用户的实际工作流程，精准识别那些“低效、高门槛、让人痛苦”的真
实环节，并定义Agent的核心价值主张;
负责从需求调研到PMF验证的全过程，通过不断的实验和数据反馈，找到产品真正的爆发点。
2、场景定义与用户价值交付寻找AIAgent能发挥威力的业务场景，定义Agent 的核心行为模式，确保它能以极高的可靠性完成用户交付的任务;
持续打磨用户体验，确保Agent的动作流程逻辑自洽，真正为用户创造价值。
3、Hands-on极速落地与原型构建动手能力是核心考量:你需要直接利用AI原生辅助开发工具进行功能原型(MVP)的搭建、测试与跑通;与算法和工程团队紧密配合，直接参与逻辑调优，将产品想法快速转化为可运行的产品能力，实现“Vibe Coding""式的极速迭代。
4、行业化与场景化拓展探索产品在不同垂直领域的应用潜力(电商领域背景是巨大的加分项)，推动平台能力在多样化场景下的高效落地。
职位要求:1、硬核的实战动手能力(Hands-on):你是AI产品的重度玩家。必须熟练掌握各种AI原生编程辅助工具。如果你有过自己通过AI辅助编程上线过产品的经历，或者能独立利用AI工具解决复杂业务逻辑问题，我们将非常看重。
2、极强的用户产品思维:具备敏锐的用户共情能力和商业直觉。能够从杂乱的用户反馈中提取系统性的机会，坚持“用户痛点驱动”而非“技术驱动”。
3、多边形战士属性(Polymath):具备产品经理的业务敏感度、初级工程师的逻辑落地能力以及Owner的拼劲。
不设边界，能解决产品落地过程中的任何障碍。
4、Agentic洞察力:对AIAgent的发展趋势有极强的好奇心和深刻见解。能够思考AI到底该如何从“对话”走向“行动”。
5、卓越的沟通与韧性:具备优秀的跨职能协同能力。具备优秀的英语阅读及翻译能力者优先，以便参与国际化业务。
6、Owner精神:渴望在AI浪潮中构建真正有影响力的作品，能适应从0到1充满挑战的创业环境。",中文,2026-9-20
阿里巴巴,产品类,AliExpress-AI Builder(国家经营),https://www.zhipin.com/job_detail/cc9eb6a460c12b690nN-2ti_EFFX.html?securityId=ymOKbZYFl6_1M-51imiqGd_x2pzymJsSzxcn3C81iHBBV1fUJCKCU9WmeaiWM65jrNjE5uu_7KkrlkYGNljZK0NuB_l8sFTci3UedDD8n_WuaylbzRI9VhvFLXLRoLDiv4tsIO5RUc-4ERYglGgi6gnFFN9imAmDkbuQJdoQ1Eln0j1l_LewdLez82QsgQvmeWxYiCPFxeJ8nXDPNiS9H8h_1XY-XpCYRB0jZb0nbnlsMnIEHLrbaMAnvxDZ4v0vd6-CYpcYcI-uCXgOAWGQwPBdhMcr9bjViQkzn9woi3W1mMLEzPDfErJl8I9kJm2nSC6LMiwsUotvjK8jb6VTYZdmWvkhknr3CnBXa_CrGXN5cjeoJ2WJRgIWORJ5XAaycc1azoqcI1qFV1rnOxL7bkYs9BPRHg~~&ka=company_more_job_cc9eb6a460c12b690nN-2ti_EFFX,"职位描述:
【核心定位]
负责全球单一/多个市场的AI经营能力建设与落地，探索用AI技术重构传统运营范式，实现以极小团队高效经营海外市场的目标。
【任职要求】
Al技术理解力:熟悉大模型、Agent、RAG等主流AI技术，具备与算法和工程团队高效协作的能力，能参与技术方案选型评估。
-实战落地经验:具备至少2年以上AI经验，推动ai产品从0到1建设及规模化落地的完整经验，或曾在Al初创及早期团队承担核心职责，熟悉AI项目实际挑战与落地流程。系统思维:能够从全局视角分析业务，整合多模块、多环节能力，构建协调高效的运营体系。背景包容性强:行业(互联网)与职能背景不限(如AI产品、技术、数据等)，重点考察对AI赋能业务的实际理解与综合能力
【加分项与核心特质】
数学&统计学等/计算机/精算/工程等背景
具备海外市场经验或熟悉跨文化消费场景，能够熟练使用英语作为工作语言兼具产品思维与技术认知，能在复杂环境下把握关键、推进决策。-对AI驱动业务变革有强烈热情，并致力于推动AI能力实现业务创新",中文,2026-9-20
阿里巴巴,产品类,阿里国际站-AI商家产品经理-杭州,https://www.zhipin.com/job_detail/178eaf95ff7ab7ed0nR72tq-ElFQ.html?securityId=ryxPrObmOG0K0-b1_iJ0XFWbv1PBB7VmJ1xpKMOXjc3ZqrYCFn_ik2UtLoBoHviMDh9eUVlIwXOcMlrHpISfmDqAAlMCTo5xB1AlwSxk5VT7qKfFrxSmzRbbG9RhXR4beNgA1VPjzY89h5o1NFK_va-MMnsr-JoDLU3JL5ju1oYL6QVJZUjtzUkVqPQRxIEGmybHwLiWUA_XWa6b8qMZVUXeURlWIoTaxi7jiCtLbTTQfwD3S5mFHObhoum7Tl_XLV6rxNwh8G9ISk_ZXk3igLqsg7VYEM9QaDU3-1kUHfxVnWu6GO6c4ziPdaWTIHYI3pFOwfwxEJ7cOye0yRpX8xWSLgb60TMPM4QTB8D4kI2uhdWWIaE2PMQwToXGQDTs80P2cWv6c3ulQ4MSIj_2MuxHj1PR&ka=company_more_job_178eaf95ff7ab7ed0nR72tq-ElFQ,"1、负责阿里国际站/Alibaba.com海外商家产品设计，围绕全球B类商家经营痛点，建设本地化与智能化的商家经营平台，包括便捷入驻、建站发品、商机管理、数据洞察、买家营销等商家经营全链路，助力商家成功;2、洞察全球B类业务模式发展方向，具备平台化产品架构设计能力，能独立承担商家端产品架构设计、产品规划以及路径拆解实施;
3、深入探索AI技术在商家产品中的应用，利用AI大模型能力升级商家产品全链路，设计AI产品;4、推动以数据为导向的商业决策和产品优化，挖掘商业机会、提升商业效率;5、联动运营与国家/区域前线等各相关部门，提供相关产品功能支持;
职位要求:
1、5年以上商家产品设计经验或跨境电商相关产品经验;2、对AI技术充满热情，对前沿AI产品有深入理解，熟悉模型评估流程，具备从训练数据到模型效果评估及优化的完整经验;
3、具备出色的问题分析洞察能力和数据敏感度，具备良好的产品化思维方式;
4、具备良好的沟通协作能力，责任心强、主动学习能力强，有较强的抗压能力;
5、能熟练使用英语进行日常交流，有留学或者国际化工作经验者优先，有海外知名电商平台或者SaaS平台工作经验者优先;",中文,2026-9-20
阿里巴巴,产品类,淘宝-AI搜索产品（AgenticSearch灵感）,https://www.zhipin.com/job_detail/2c31bd4ce68298720nN-2t-1EFRU.html?securityId=JFV5aWVNNGFJ0-J1GP9HPg-SsoWeBS0oX39lO9Li3v30wJQNosqx9GMrCOotXLrcEfPcUd3A8jevQ-L0nXZgYcMwlcjtSwqWrwogrmagu7o7q4ojeS-fItMtvyFhNRpVMTVwd5hANhH8VQy2kFVL92d8zyp2sldF_Ev65HlzVdjFSWHdEJCGxRQNExYlUDufh7JOyc0Ga8btdk6OEn_SiDXEdsJ52WraVd_YGj2nzIrbXr3cqjJah06TU3mOryfyvziKucUWmoAkwFY04CPzNA4FTCdZxIPWmigbyfb08xUk9pBygicyrK7lPfndAAdQIoC0UrO3VHLAozJgqV9PcZK9BMUaYOwJL_c8BEjXnxy6yKZK883sLpXKijAFhfM8kvKnhQWAqG4eHCS8prxS6H4ExOd2ig~~&ka=company_more_job_2c31bd4ce68298720nN-2t-1EFRU,"【你的岗位使命】
作为这一方向的AI搜索PM，你将负责定义“店铺内容型Agentic灵感导购”是什么、解决谁的什么问题，以及如何证明它创造了新的搜索价值。你需要把用户需求、搜索与推荐能力、店铺供给、内容表达和AI交互组织成一条完整链路，并推动产品从概念验证走向规模化。
【职位描述】
你将负责
1.定义产品方向与演进路线。围绕内容、灵感、发现和效率，明确「逛」区别于主搜索商品链路的用户价值;从宽泛词切入，识别优先场景并推动MVP、实验和持续迭代。2.建设搜索理解与店铺推荐策略。和算法团队共建Query理解、店铺级召回排序及个性化策略，将用户当下需求、长期偏好与趋势信号转化为可解释、可承接的推荐结果。3.推动店铺Profile与内容供给建设。组织店铺风格、适用人群、场景、价格带、商品结构、服务与权威信息;探索店铺装修、穿搭内容等素材的识别、筛选和治理机制，解决素材质量参差、覆盖不足和同质化问题。4.设计AI原生的连续导购体验。在不牺牲首屏效率的前提下，探索轻量AI Summary的价值;重点建设流内持续对话，让用户能够自然表达，并驱动结果刷新和收敛。5.设计并验证内容承接链路。比较内容详情、店铺全部宝贝等不同承接方式，确保用户在封面看到的商品和风格能够被后续页面接住，同时平衡发现效率、浏览深度和交易转化。6.建立实验与增长闭环。定义核心指标和可验证假设，通过受控实验识别Summary、内容形态、个性化和承接方式的净增量;将「逛」场景沉淀的兴趣反馈转化为主搜索个性化可复用的策略资产在这些工作中，你直接负责产品判断、方案设计、实验定义和结果复盘;搜索算法、数据、设计、工程及商家供给能力由你牵引相关伙伴共同建设。
【职位要求】
我们希望你
1.有搜索、推荐、信息流、内容社区或AI产品经验，对AI/LLM在搜索场景的应用有深入理解，有AgenticSearch、对话式导购、AI内容生成等相关产品经验优先
2.具备优秀的数据敏感度，能从用户行为数据中提炼产品洞察，有搜索Query分析、用户动线分析经验，能够系统拆解Query意图、召回、排序、个性化、结果组织与承接链路，知道一次体验问题应该通过产品、算法、供给还是交互解决。
3.熟悉服饰等强视觉、强风格行业，理解穿搭、店铺调性与内容素材对消费决策的影响，理解“明确找货”与“灵感发现”的差异，能够在内容感、浏览效率和交易效率之间做出有依据的取舍。
4.对大模型和Agentic产品有实际认知，理解模型能力边界、延迟、成本、缓存、可解释性与降级策略，能够判断什么时候应该用AI、什么时候不应该。
5.能把抽象目标转化为可执行的产品机制，并推动算法、数据、设计、研发和业务伙伴围绕同一验证目标协同落地。
6.具备扎实的数据与实验能力，能提出可证伪的假设、冻结非实验变量、建立指标口径，并识别相关性、选择偏差与真实因果增量。
【加分项】
对服饰穿搭、时尚趋势有热情和理解，对内容审美和素材真实性有判断力，并能把主观审美转化为可度量、可治理、可规模化的机制。·有内容社区产品经验(小红书/抖音/得物等)，理解内容型导购的用户心智·有店铺/商家侧产品经验，理解店铺装修、素材生产、商家运营逻辑·有从0到1建设新场域、新用户心智或大规模增长产品的经验。",中文,2026-9-20
